id,from_id,to_id,edge_type,edge_type_norm,status,risk_level,confidence,evidence_json,evidence_text,business_rule,last_updated,next_action,risk_reason,from_node_type,to_node_type,ai_ready,needs_review,text_for_embedding
edge_0141,concept_shipment_unit,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_shipment_unit"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_shipment_unit | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ShipmentUnit,MilestoneEvent,true,false,edge_0141 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_shipment_unit | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0142,concept_shipment_unit,concept_site_receipt,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_shipment_unit"", ""target_node:concept_site_receipt"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_shipment_unit | target_node:concept_site_receipt | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ShipmentUnit,Document,true,false,edge_0142 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_shipment_unit | target_node:concept_site_receipt | relation:references | confidence:EXTRACTED
edge_0143,concept_shipment_unit,concept_warehouse_handling_profile,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_shipment_unit"", ""target_node:concept_warehouse_handling_profile"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_shipment_unit | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ShipmentUnit,WarehouseHandlingProfile,true,false,edge_0143 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_shipment_unit | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED
edge_0144,consolidated_05_invoice,concept_shipment_unit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_05_invoice"", ""target_node:concept_shipment_unit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_05_invoice | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Invoice,ShipmentUnit,true,false,edge_0144 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_05_invoice | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED
edge_0145,consolidated_06_material_handling_case,concept_shipment_unit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_06_material_handling_case"", ""target_node:concept_shipment_unit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_06_material_handling_case | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ShipmentUnit,true,false,edge_0145 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_06_material_handling_case | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED
edge_0146,concept_port_call,concept_shipment_unit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_port_call"", ""target_node:concept_shipment_unit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_port_call | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ShipmentUnit,true,false,edge_0146 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_port_call | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED
edge_0147,concept_communication_event,concept_shipment_unit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_communication_event"", ""target_node:concept_shipment_unit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_communication_event | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,CommunicationEvent,ShipmentUnit,true,false,edge_0147 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_communication_event | target_node:concept_shipment_unit | relation:references | confidence:EXTRACTED
edge_0148,concept_any_key_resolution,concept_identifier,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_any_key_resolution"", ""target_node:concept_identifier"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_any_key_resolution | target_node:concept_identifier | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,BusinessRule,Document,true,false,edge_0148 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_any_key_resolution | target_node:concept_identifier | relation:references | confidence:EXTRACTED
edge_0149,concept_marine_operation,concept_marine_routing_pattern,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_marine_operation"", ""target_node:concept_marine_routing_pattern"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_marine_operation | target_node:concept_marine_routing_pattern | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,MarineOperation,RoutingPattern,true,false,edge_0149 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_marine_operation | target_node:concept_marine_routing_pattern | relation:references | confidence:EXTRACTED
edge_0150,concept_journey_stage,concept_milestone_model,conceptually_related_to,CONCEPTUALLY_RELATED_TO,PASS,,EXTRACTED,"[""source_node:concept_journey_stage"", ""target_node:concept_milestone_model"", ""relation:conceptually_related_to"", ""confidence:EXTRACTED""]",source_node:concept_journey_stage | target_node:concept_milestone_model | relation:conceptually_related_to | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,JourneyStage,MilestoneEvent,true,false,edge_0150 | CONCEPTUALLY_RELATED_TO | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_journey_stage | target_node:concept_milestone_model | relation:conceptually_related_to | confidence:EXTRACTED
edge_0151,concept_warehouse_receiving,concept_milestone_model,references,REFERENCES,AMBER,AMBER_REVIEW,INFERRED,"[""source_node:concept_warehouse_receiving"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:INFERRED""]",source_node:concept_warehouse_receiving | target_node:concept_milestone_model | relation:references | confidence:INFERRED,Edge relationship must state edge_type and confidence; INFERRED edges require review before operational write-back.,2026-06-14T17:35:31+04:00,Review inference against source evidence and upgrade to REVIEWED if confirmed.,"Inference-only relationship; use as decision support, not final operational truth.",WarehouseTask,MilestoneEvent,true,true,"edge_0151 | REFERENCES | AMBER | INFERRED | Edge relationship must state edge_type and confidence; INFERRED edges require review before operational write-back. | Review inference against source evidence and upgrade to REVIEWED if confirmed. | Inference-only relationship; use as decision support, not final operational truth. | source_node:concept_warehouse_receiving | target_node:concept_milestone_model | relation:references | confidence:INFERRED"
edge_0152,consolidated_06_material_handling_case,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_06_material_handling_case"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_06_material_handling_case | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,MilestoneEvent,true,false,edge_0152 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_06_material_handling_case | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0153,consolidated_07_port_release_gate,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_07_port_release_gate"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_07_port_release_gate | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,MilestoneEvent,MilestoneEvent,true,false,edge_0153 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_07_port_release_gate | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0154,std_dcsa_tt,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:std_dcsa_tt"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:std_dcsa_tt | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Standard,MilestoneEvent,true,false,edge_0154 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:std_dcsa_tt | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0155,std_gs1_epcis,concept_milestone_model,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:std_gs1_epcis"", ""target_node:concept_milestone_model"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:std_gs1_epcis | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Standard,MilestoneEvent,true,false,edge_0155 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:std_gs1_epcis | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0156,concept_flow_code_boundary,concept_warehouse_handling_profile,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_flow_code_boundary"", ""target_node:concept_warehouse_handling_profile"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_flow_code_boundary | target_node:concept_warehouse_handling_profile | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,BusinessRule,WarehouseHandlingProfile,true,false,edge_0156 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_flow_code_boundary | target_node:concept_warehouse_handling_profile | relation:rationale_for | confidence:EXTRACTED
edge_0157,concept_warehouse_handling_profile,concept_confirmed_flow_code,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_warehouse_handling_profile"", ""target_node:concept_confirmed_flow_code"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_warehouse_handling_profile | target_node:concept_confirmed_flow_code | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,WarehouseHandlingProfile,WarehouseHandlingProfile,true,false,edge_0157 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_warehouse_handling_profile | target_node:concept_confirmed_flow_code | relation:references | confidence:EXTRACTED
edge_0158,concept_warehouse_handling_profile,concept_warehouse_receiving,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_warehouse_handling_profile"", ""target_node:concept_warehouse_receiving"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_warehouse_handling_profile | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,WarehouseHandlingProfile,WarehouseTask,true,false,edge_0158 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_warehouse_handling_profile | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED
edge_0159,consolidated_05_invoice_line,concept_warehouse_handling_profile,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_05_invoice_line"", ""target_node:concept_warehouse_handling_profile"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_05_invoice_line | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,InvoiceLine,WarehouseHandlingProfile,true,false,edge_0159 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_05_invoice_line | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED
edge_0160,concept_flow_code_boundary,concept_confirmed_flow_code,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_flow_code_boundary"", ""target_node:concept_confirmed_flow_code"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_flow_code_boundary | target_node:concept_confirmed_flow_code | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,BusinessRule,WarehouseHandlingProfile,true,false,edge_0160 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_flow_code_boundary | target_node:concept_confirmed_flow_code | relation:rationale_for | confidence:EXTRACTED
edge_0161,concept_mosb_boundary,concept_offshore_staging_node,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_mosb_boundary"", ""target_node:concept_offshore_staging_node"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_mosb_boundary | target_node:concept_offshore_staging_node | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,WarehouseTask,OffshoreStagingNode,true,false,edge_0161 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_mosb_boundary | target_node:concept_offshore_staging_node | relation:rationale_for | confidence:EXTRACTED
edge_0162,concept_agi_das_offshore_rule,concept_offshore_staging_node,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_agi_das_offshore_rule"", ""target_node:concept_offshore_staging_node"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_agi_das_offshore_rule | target_node:concept_offshore_staging_node | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,OffshoreStagingNode,OffshoreStagingNode,true,false,edge_0162 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_agi_das_offshore_rule | target_node:concept_offshore_staging_node | relation:references | confidence:EXTRACTED
edge_0163,concept_agi_das_offshore_rule,node_agi_island,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_agi_das_offshore_rule"", ""target_node:node_agi_island"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_agi_das_offshore_rule | target_node:node_agi_island | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,OffshoreStagingNode,Site,true,false,edge_0163 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_agi_das_offshore_rule | target_node:node_agi_island | relation:rationale_for | confidence:EXTRACTED
edge_0164,concept_agi_das_offshore_rule,node_das_island,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_agi_das_offshore_rule"", ""target_node:node_das_island"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_agi_das_offshore_rule | target_node:node_das_island | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,OffshoreStagingNode,Site,true,false,edge_0164 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_agi_das_offshore_rule | target_node:node_das_island | relation:rationale_for | confidence:EXTRACTED
edge_0165,concept_evidence_only_rule,concept_communication_event,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_evidence_only_rule"", ""target_node:concept_communication_event"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_evidence_only_rule | target_node:concept_communication_event | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,EvidenceAssertion,CommunicationEvent,true,false,edge_0165 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_evidence_only_rule | target_node:concept_communication_event | relation:references | confidence:EXTRACTED
edge_0166,concept_evidence_only_rule,concept_ldg_pipeline,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_evidence_only_rule"", ""target_node:concept_ldg_pipeline"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_evidence_only_rule | target_node:concept_ldg_pipeline | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,EvidenceAssertion,Document,true,false,edge_0166 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_evidence_only_rule | target_node:concept_ldg_pipeline | relation:rationale_for | confidence:EXTRACTED
edge_0167,concept_human_gate,concept_evidence_only_rule,distinct_governance_principle,DISTINCT_GOVERNANCE_PRINCIPLE,PASS,,REVIEWED,"[""source_node:concept_human_gate"", ""target_node:concept_evidence_only_rule"", ""relation:distinct_governance_principle"", ""confidence:REVIEWED""]",source_node:concept_human_gate | target_node:concept_evidence_only_rule | relation:distinct_governance_principle | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,BusinessRule,EvidenceAssertion,true,false,edge_0167 | DISTINCT_GOVERNANCE_PRINCIPLE | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_human_gate | target_node:concept_evidence_only_rule | relation:distinct_governance_principle | confidence:REVIEWED
edge_0168,concept_non_collapse_rule,concept_customs_clearance,business_rule_for,GOVERNS,PASS,,EXTRACTED,"[""source_node:concept_non_collapse_rule"", ""target_node:concept_customs_clearance"", ""relation:rationale_for"", ""confidence:EXTRACTED""]",source_node:concept_non_collapse_rule | target_node:concept_customs_clearance | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0168 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_non_collapse_rule | target_node:concept_customs_clearance | relation:rationale_for | confidence:EXTRACTED
edge_0169,consolidated_06_material_handling_case,concept_warehouse_receiving,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_06_material_handling_case"", ""target_node:concept_warehouse_receiving"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_06_material_handling_case | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,WarehouseTask,true,false,edge_0169 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_06_material_handling_case | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED
edge_0170,consolidated_06_material_handling_case,concept_customs_clearance,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_06_material_handling_case"", ""target_node:concept_customs_clearance"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_06_material_handling_case | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0170 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_06_material_handling_case | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED
edge_0171,std_wco_dm,concept_customs_clearance,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:std_wco_dm"", ""target_node:concept_customs_clearance"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:std_wco_dm | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Standard,CustomsEntry,true,false,edge_0171 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:std_wco_dm | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED
edge_0172,concept_osdr,concept_site_receipt,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_osdr"", ""target_node:concept_site_receipt"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_osdr | target_node:concept_site_receipt | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,Document,true,false,edge_0172 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_osdr | target_node:concept_site_receipt | relation:references | confidence:EXTRACTED
edge_0173,concept_site_receipt,concept_grn,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_site_receipt"", ""target_node:concept_grn"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_site_receipt | target_node:concept_grn | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,SiteReceipt,true,false,edge_0173 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_site_receipt | target_node:concept_grn | relation:references | confidence:EXTRACTED
edge_0174,concept_site_receipt,concept_pod,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_site_receipt"", ""target_node:concept_pod"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_site_receipt | target_node:concept_pod | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,SiteReceipt,true,false,edge_0174 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_site_receipt | target_node:concept_pod | relation:references | confidence:EXTRACTED
edge_0175,concept_lct_operation,concept_marine_operation,implements_domain_model,IMPLEMENTS_MODEL,PASS,,EXTRACTED,"[""source_node:concept_lct_operation"", ""target_node:concept_marine_operation"", ""relation:implements"", ""confidence:EXTRACTED""]",source_node:concept_lct_operation | target_node:concept_marine_operation | relation:implements | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,LCTOperation,MarineOperation,true,false,edge_0175 | IMPLEMENTS_MODEL | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_lct_operation | target_node:concept_marine_operation | relation:implements | confidence:EXTRACTED
